NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
DANA QUENTIN COFFIELD,USA,10,5,1990,SOUTHCOL,"""",""""
NIMA TASHI SHERPA,NEPAL,10,5,1990,SOUTHCOL,"""",""""
ANG ZAMBU SHERPA,NEPAL,10,5,1990,SOUTHCOL,"""",""""
ANDRSW A. LAPKASS,USA,11,5,1990,SOUTHCOL,"""",""""
TIM MACARTNEY SNAPE,AUSTRALIA,11,5,1990,SOUTHCOL,"AUSTRALIAN GEOGRAPHIC
EVEREST EXPEDITION",T.M. Snape
ANG RITA SHERPA,NEPAL,11,5,1990,SOUTHCOL,NEPAL ARMY EXP,C.B. Gurung
ANG KAMI SHERPA,NEPAL,11,5,1990,SOUTHCOL,"""",""""
PASANG NORBU SHERPA,NEPAL,11,5,1990,SOUTHCOL,"""",""""
TOP BAHADUR KHATRI,NEPAL,11,5,1990,SOUTHCOL,"""",""""
ALEXANDER S. LOWE,USA,4,10,1990,SOUTHCOL,"AMERICAN HIMKOOH
EVEREST EXPEDITION",H. Aprin
DANIEL G. GEORGE,CANADA,4,10,1990,SOUTHCOL,"""",""""
HOOMAN APRIN,USA,5,10,1990,SOUTHCOL,"""",""""
ANG TEMBA SHERPA,NEPAL,5,10,1990,SOUTHCOL,"""",""""
ALEKSI S. KRAS-NOKUTSKY,USSR,7,10,1990,SOUTHCOL,"""",""""
CATHERINE J. GIBSON,USA,7,10,1990,SOUTHCOL,“,“
PHINZU SHERPA,NEPAL,7,10,1990,SOUTHCOL,"""",""""
FRIC DECAMP,FRANCE,5,10,1990,SOUTHCOL,FRENCH EVEREST EXP,M. Batard
CHRISTINE JUNIN,FRANCE,5,10,1990,SOUTHCOL,"""",""""
PASCAL LOUR NAIRN,FRANCE,5,10,1990,SOUTHCOL,"""",""""
MARC BATARD,FRANCE,5,10,1990,SOUTHCOL,"""",""""
NAWANG THILE SHERPA,NEPAL,5,10,1990,SOUTHCOL,"""",""""
SONAM DENDU SHERPA,NEPAL,5,10,1990,SOUTHCOL,"""",""""
ANG DAWA SHERPA,NEPAL,6,10,1990,SOUTHCOL,"""",""""
JEA SOO KIM,SOUTH KOREA,6,10,1990,SOUTHCOL,"INT'L ALPINIST GROUP
OSAK PUSAN EXP","N. Kuqahara
Roh Jong Buex"
JING YOUNG POK,SOUTH KOREA,6,10,1990,SOUTHCOL,"""",""""
CHANG WOO PARK,SOUTH KOREA,6,10,1990,SOUTHCOL,"""",""""
DAWA SANGE SHERPA,NEPAL,6,10,1990,SOUTHCOL,"""",""""
PEMBA DORJE SHERPA,NEPAL,6,10,1990,SOUTHCOL,"""",""""
ANDREJ STREMFELL,YUGOSLAVIA,7,10,1990,SOUTHCOL,"ALPE ADRIA
SAGARMATHA
(YUGOSLAVIA)",T. Jamnik
MERIA STREMFELJ,YUGOSLAVIA,7,10,1990,SOUTHCOL,"""",""""
JENEZ JEGLIC,YUGOSLAVIA,7,10,1990,SOUTHCOL,"""",""""
LHAKPA RITA SHERPA,NEPAL,7,10,1990,SOUTHCOL,"""",""""
YVES SALINO,FRANCE,4,10,1990,SOUTHCOL,FRENCH EVEREST EXP.,"Laurence Deal
Ferriere"
DENIS PIVOT,FRANCE,7,10,1990,SOUTHCOL,"""",""""
ALAIN DESEZ,FRANCE,7,10,1990,SOUTHCOL,"""",""""
JEAN-NOEL ROCHE,FRANCE,7,10,1990,SOUTHCOL,"""",""""
BERTARND ROCHE,FRANCE,7,10,1990,SOUTHCOL,"""",""""
RENE DE BOS,FRANCE,7,10,1990,SOUTHCOL,"""",Holand
SONA DENDU SHERPA,NEPAL,8,5,1991,SOUTHCOL,"SHERPA YOUTH EXP.
(NEPAL)",Lopsang Sherpa
ANG TEMBA SHERPA,NEPAL,8,5,1991,SOUTHCOL,"""",""""
PETER G. ATHANS,USA,8,5,1991,SOUTHCOL,"SHERPA SUPPORT
AMERICAN EVEREST
LHOTSE EXP.",P.G. Athans
APA SHERPA,NEPAL,8,5,1991,SOUTHCOL,"""",""""
RICHARD WILCOX,USA,15,5,1991,SOUTHCOL,AMERICAN EVEREST EXP.,R. Wilcox
MARK A. RICHY,USA,15,5,1991,SOUTHCOL,"""",""""
YVES LAFOREST,USA,15,5,1991,SOUTHCOL,"""",""""
BARY J. RUGO,USA,15,5,1991,SOUTHCOL,"""",""""
EDMUND KARL VIESTURS,USA,15,5,1991,SOUTHCOL,"ERSHLER-WENDEL
EVEREST EXPD.",Willism H. Wendel
VLADMIR BAL YVERDIN,USSR,6,10,1991,SOUTHCOL,LENINGRAD EXPEDITION,Vladimir
ANTOLI BURKEEU,USSR,6,10,1991,SOUTHCOL,"LENINGRAD EXPEDITION
HIMALAYAN 91","Vladimir
Balyberdin"
ROMAN GUNOYTACHVILI,USSR,10,10,1991,SOUTHCOL,"""",""""
DENIEL MAJOE,USSR,10,10,1991,SOUTHCOL,"LENINGRAD EXPEDITION
HIMALAYAN 91","Vladimir
Balyberdin"
FRANCISCO JOSE PEREZ,SPAIN,6,10,1991,SOUTHCOL,VALANCIANA AI EVEREST 91,Gomes R. Juau Carlos
HAFAEL VIDAURRE GARAYO,SPAIN,6,10,1991,SOUTHCOL,"""",""""
ANTINIO UBIETO ASERE,SPAIN,6,10,1991,SOUTHCOL,"""",""""
HOVE ANTINIO GARCES,SPAIN,6,10,1991,SOUTHCOL,"""",""""
SUNIL DUTT SHARMA,INDIA,10,5,1992,S.E. RIDGE,"INDIAN(TBP) EVEREST
EXP",Hukam Singh
PREM SINGH,INDIA,10,5,1992,S.E. RIDGE,"""",""""
KANHAYA LAL,INDIA,10,5,1992,S.E. RIDGE,"""",""""
MOHAB SINGH,INDIA,12,5,1992,S.E. RIDGE,"""",""""
MISS SANTOSH YADAV,INDIA,12,5,1992,S.E. RIDGE,"""",""""
LOPSANG SHERPA,INDIA,12,5,1992,S.E. RIDGE,"""",""""
SANGE MUTUK SHERPA,INDIA,12,5,1992,S.E. RIDGE,"""",""""
NIMA WANGCHUK SHERPA,INDIA,12,5,1992,S.E. RIDGE,"""",""""
ROBERT EDWIN HALL,NEW ZEALAND,12,5,1992,S.E. RIDGE,"NEWZEALAND INT.
EVEREST EXP",Robert Dewin Hall
GARY IAN BALL,NEW ZEALAND,12,5,1992,S.E. RIDGE,"""",""""
GUY COTTER,NEW ZEALAND,12,5,1992,S.E. RIDGE,"""",""""
NED GILLETTE,USA,12,5,1992,S.E. RIDGE,"""",""""
MS. INGRID M. BAEYEND,BELGIUM,12,5,1992,S.E. RIDGE,"""",""""
DOUGLAS L. MANTLE,USA,12,5,1992,S.E. RIDGE,"""",""""
CHAM YICK KAL,HONG KONG,12,5,1992,S.E. RIDGE,"""",""""
RANDALL C. DANTA,USA,12,5,1992,S.E. RIDGE,"""",""""
DORON MEIR EREL,ISRAEL,12,5,1992,S.E. RIDGE,"""",""""
SONAM TSHERING SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
APA SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
DAWS SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
TASHI TSHERING SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
ANG DORJE SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
RONALD NAAR,NETHERLANDS,12,5,1992,S.E. RIDGE,DUTCH EVEREST EXP,Ronal d Naar
EDMOND OFNER,NETHERLANDS,12,5,1992,S.E. RIDGE,"""",""""
NIMA TEMBA SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
DAWA TASHI SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
IVAN DUSHARIN,USA,12,5,1992,S.E. RIDGE,"MOUNTAIN CLIMBERS
SPORTS CLUB 'VAZ'",Vycheslav Volkov
ANDREW VOLKOV,USA,12,5,1992,S.E. RIDGE,"""",""""
ILIY BABELNIKOV,USA,12,5,1992,S.E. RIDGE,"""",""""
ALEXANDRE GUERASSIMEV,USA,12,5,1992,S.E. RIDGE,"""",""""
LOUIS M. BOWEN,USA,12,5,1992,S.E. RIDGE,"ALPINE ASCENT INT.
EVEREST EXP.",Todd Burleson
SUGENE HORNER,USA,12,5,1992,S.E. RIDGE,"""",""""
ANG GYALZEN SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
DAWA TEMBA SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
VERNON TEJAS,USA,12,5,1992,S.E. RIDGE,"""",""""
VLADIMIR ZAHAROV,USA,14,5,1992,S.E. RIDGE,"MOUNTAIN CLIMBERS
SPORTS CLUV 'VAZ'",Vyvheslav
SERGEY PENZOV,USA,14,5,1992,S.E. RIDGE,“,“
FEDOR KONIOVKHOV,USA,14,5,1992,S.E. RIDGE,"""",""""
EUGIENI VINOGRACDSKI,USA,14,5,1992,S.E. RIDGE,"""",""""
TODD BURLESON,USA,15,5,1992,S.E. RIDGE,"ALPINE ASECNT INT.
EVEREST EXP.",Todd Burlesson
PETER ATHENS,USA,15,5,1992,S.E. RIDGE,"""",""""
HUGH W. MORTON,USA,15,5,1992,S.E. RIDGE,"""",""""
KETH G. KERR,USA,15,5,1992,S.E. RIDGE,"""",""""
LHAKPA RITA,NEPAL,15,5,1992,S.E. RIDGE,"""",""""
DORJE SHERPA,NEPAL,15,5,1992,S.E. RIDGE,"""",""""
MAN BAHADUR TAMANG,NEPAL,15,5,1992,S.E. RIDGE,"""",""""
MAURICIO PURTO,CHILE,15,5,1992,S.E. RIDGE,"C.A.I. CHILEAN
SAGARMATHA EXPD.",Mauricio Purto
JONATHAN CULLEME PRATT,CHILE,15,5,1992,S.E. RIDGE,"""",""""
ANG RITA SHERPA,NEPAL,15,5,1992,S.E. RIDGE,"""",""""
ANG PHURI SHERPA,NEPAL,15,5,1992,S.E. RIDGE,"""",""""
FRANCISCO GAN PAMPOLS,SPAIN,15,5,1992,SOUTH PILLAR,"HIGH MOUNTAIN MILITARY
GROUP EXP.","Arribas Perex
Santiago"
ROMON PORTILLA BLANCO,SPAIN,15,5,1992,SOUTH PILLAR,"""",""""
ALFONOS JUEZ REOY,SPAIN,15,5,1992,SOUTH PILLAR,"""",""""
LHAKPA NURU SHERPA,NEPAL,15,5,1992,SOUTH PILLAR,""".",""""
PEMBA NORBU SHERPA,NEPAL,15,5,1992,SOUTH PILLAR,"""",""""
RODRIGO JORDAN,CHILE,15,5,1992,"SOUTH
COL.VIA EAST
FACE","CHOMOLANGMA
KANGSHUNG FACE EXP.",Rodrigo Jordan
CRISTIAN GARCIS,CHILE,15,5,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
JUAN MANTES ROR,CHILE,15,5,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
EGUILLOR ULZURRUN JUAN MARIA,SPAIN,25,9,1992,"SOUTH
COL.VIA EAST
FACE",EXP. EVEREST UDA 92,"Pedro Tous
Rouldan"
ALBERTO INURRANTEGUI IRIARTE,SPAIN,25,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
FELIX INURRATEGUI IRRIARTE,SPAIN,25,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
"FERNDADAZ ELIZALDE
FRANCISCO JOSE",SPAIN,25,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
JESUS MARIA BEREZIARWATUA,SPAIN,1,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
PEDRO TOUS ROLDAN,SPAIN,3,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
JUAN TOMAX,SPAIN,3,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
MIKE REPARAZ,SPAIN,3,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
MARIO PANZERI,ITALY,29,9,1992,"SOUTH
COL.VIA EAST
FACE","MOUNTAIN EQUIP
EVEREST","Agostino Da
Polenza"
LORENZO MZZOLENI,ITALY,29,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
GIEUSEPPE PETIGAX,ITALY,29,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
PIERRE ROYER,FRANCE,29,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
LHAKPA NURU SHERPA,NEPAL,29,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
BENOIT CHAMOUS,FRANCE,28,9,1992,"SOUTH
COL.VIA EAST
FACE","MOUNTAINT EQUIP
EVEREST","Agostino Da
Polenza"
OSWALD SANTIN,ITALY,28,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
VERZA GIAMPIERO,ITALY,30,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
ABELE BLANCE,ITALY,30,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
EUGENE BERGER,LUXEMBERG,1,10,1992,"SOUTH
COL.VIA EAST
FACE",FRONCO EVEREST EXP,Bernard Muller
FALF DUJOMITS,GERMANY,4,10,1992,"SOUTH
COL.VIA EAST
FACE",GERMAN EVEREST EXP,Ralf Dujmovits
SONAM TSERING SHERPA,NEPAL,4,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
WALLACE WAYNE BERG,USA,7,10,1992,"SOUTH
COL.VIA EAST
FACE",EVEREST INT'L EXP,"Wallace
Wayne Berg"
AUGUSTO ORTEGA,PERU,7,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
PONCHO ALFONSO,MEXICO,7,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
APPA SHERPA,NEPAL,7,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
PASANG KAJI SHERPA,NEPAL,7,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
MICHEL VICENT,FRANCE,7,10,1992,"SOUTH
COL.VIA EAST
FACE",INT'L EVEREST EXP,Michel Vicent
SCOTT C. BARSNEY,USA,9,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
MICHEL PELLE,FRANCE,9,10,1992,"SOUTH
COL.VIA EAST
FACE",FRANCE EVEREST EXP,Michel Pell
PIERRE AUBERTIN,FRANCE,9,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
THIERRY DEFRANCE,FRANCE,9,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
AAIN ROUSSEY,FRANCE,9,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
PHOLOPPE GRENIER,FRANCE,9,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
MS. PASANG LHAMU SHERPA,NEPAL,22,4,1993,E. RIDGE,"NEPALESE WOMEN
SAN-MIGUEL EVEREST
EXPEDITION","Ms. Pasang L.
Sherpa"
SONAM TSHIRING SHERPA,NEPAL,22,4,1993,E. RIDGE,"""",""""
DAWA TASHI SHERPA,NEPAL,22,4,1993,E. RIDGE,"""",""""
LHAKPA NURU SHERPA,NEPAL,22,4,1993,E. RIDGE,"""",""""
PEMBA NURU SHERPA,NEPAL,22,4,1993,E. RIDGE,"""",""""
PEMBA DORJE SHERPA,NEPAL,22,4,1993,E. RIDGE,"""",""""
HAROLD C. TOULOR,UK,10,5,1993,E. RIDGE,"BRITISH EVEREST
EXPEDITION",Nicholas r. Mason
JOHN HELCNCK,USA,10,5,1993,E. RIDGE,ALPINE ASCENT INT. EXP.,Peter Athans
JOHN DUFFICY,USA,10,5,1993,E. RIDGE,"""",""""
APPA SHERPA,NEPAL,10,5,1993,E. RIDGE,"""",""""
CHHULDIN TEMBA SHERPA,NEPAL,10,5,1993,E. RIDGE,"""",""""
DANURU SHERPA,NEPAL,10,5,1993,E. RIDGE,"""",""""
ALEX LOWE,USA,10,5,1993,E. RIDGE,EVEREST SPORTS EXP.,Todd Burleson
WALLACE BERG,USA,10,5,1993,E. RIDGE,ALPINE ASCENT INT. EXP.,Peter Athans
MICHAEL SUTTON,CANADA,10,5,1993,E. RIDGE,"""",""""
MARK SELLAND,USA,10,5,1993,E. RIDGE,"AMERICAN SAGARMATHA
EXPD.",Micheal C. Sinclair
MS. MARY B. LEFEVIR,USA,10,5,1993,E. RIDGE,"""",""""
CHARLES M. ARMALYS,USA,10,5,1993,E. RIDGE,"""",""""
MOTILAL GURUNG,NEPAL,10,5,1993,E. RIDGE,"""",""""
PEMBA TEMBA SHERPA,NEPAL,10,5,1993,E. RIDGE,"""",""""
MS. SANTOSH YADAV,INDIA,10,5,1993,S.RIDGE,"INDO-NEPALESE EVEREST
EXPD.",Bachendri Pal
MS. DICKY DOLMA,INDIA,10,5,1993,S.RIDGE,"""",""""
MS. KUNGA BHOTIA,INDIA,10,5,1993,S.RIDGE,“,“
DAL DEV KUNWAR,INDIA,10,5,1993,S.RIDGE,"""",""""
NGA TEMBA SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
DORJEE SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
WONDA CHHIRING SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
DIRJI SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
JONATHAN GLUCKMAN,NEW ZEALAND,10,5,1993,S.RIDGE,HALL & BALL EVEREST,Robert E. Hall
VCIKKA GUSTAFSSON,FINLAND,10,5,1993,S.RIDGE,"""",""""
ROBERT E. HALL,NEW ZEALAND,10,5,1993,S.RIDGE,"""",""""
MS. JAN ELIZABETH AMOLD,NEW ZEALAND,10,5,1993,S.RIDGE,"""",""""
NURBU SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
ANG CHUMBI SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
CHHULDIM SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
MICHEAL GROMM,AUSTRALIA,10,5,1993,S.RIDGE,"AUSTRALIAN 40TH TASHI
ANNIVERSARY EXP.",Tenjing Sherpa
LOPSANG TSHIRING BHOTIA,INDIA,10,5,1993,S.RIDGE,"""",""""
MS. HYUN OK GI,SOUTH KOREA,10,5,1993,S.RIDGE,"'93 KOREAN WOMEN
EXP.",Hyung Ok Gi
MS. KIM SOON JOO,SOUTH KOREA,10,5,1993,S.RIDGE,"""",""""
MS. OH SOON CHOI,SOUTH KOREA,10,5,1993,S.RIDGE,"""",""""
SONAM DENDU SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
RINJI SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
DAWA SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
ANG TSHERING SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
BALDIMIR JONOCHKIN,USA,11,5,1993,S.RIDGE,PROGRAMMA PIKI EXP.,Allexander Volgine
MS. RADHA DEVI BINURMA,INDIA,16,5,1993,S.RIDGE,"INDO-NEPALESE
EVEREST EXP",Bachendrai Pal
MS. DEEPA SHARMA,INDIA,16,5,19993,S.RIDGE,"""",""""
MS. SUMAN KUTIYAL,INDIA,16,5,1993,S.RIDGE,"""",""""
MS. SAVITA MARTOLIA,INDIA,16,5,1993,S.RIDGE,"""",""""
RAJEEV SHARMA,INDIA,16,5,1993,S.RIDGE,"""",""""
NIMA NORBU,INDIA,16,5,1993,S.RIDGE,"""",""""
NGA TEMBA SHERPA,INDIA,16,5,1993,S.RIDGE,"""",""""
NIMA NORBU,INDIA,16,5,1993,S.RIDGE,"""",""""
LOPSANG SHERPA,INDIA,16,5,1993,S.RIDGE,"""",""""
TENZING SHERPA,INDIA,16,5,1993,S.RIDGE,"""",""""
VLADIMIR BACHKKIROV,USA,16,5,1993,S.RIDGE,PROGRAMMA PIKI EXP.,Alexander Volgine
YOUNG-SEOKPARK,SOUTH KOREA,16,5,1993,S.RIDGE,DONGKUK ALPINE CLUB,Jong Ryang Lee
JIN SEOB AN,SOUTH KOREA,16,5,1993,S.RIDGE,"""",""""
TEA KON KIM,SOUTH KOREA,16,5,1993,S.RIDGE,"""",""""
KAJI SHERPA,NEPAL,16,5,1993,S.RIDGE,"""",""""
ALBERTO CERCAIN B. TEGUI,SPAIN,16,5,1993,S.RIDGE,SPANISH EVEREST EXP.,Josu Feijoo Gyoso
JOSE RAMON AGUIRRE,SPAIN,16,5,1993,S.RIDGE,"""",""""
JOXE M.G. PEREZ,SPAIN,16,5,1993,S.RIDGE,"""",""""
ANG RITA SHERPA,NEPAL,16,5,1993,S.RIDGE,"""",""""
JAMBU SHERPA,NEPAL,16,5,1993,S.RIDGE,"""",""""
MICHEAL C. SINCLAIR,USA,16,5,1993,S.RIDGE,"AMERICAN SAGARMATHA
EXP.","Micheala c.
Sinelair"
MARK ROBOLD,USA,16,5,1993,S.RIDGE,"""",""""
PHINJO SHERPA,NEPAL,16,5,1993,S.RIDGE,"""",""""
DURGA TAMANG,NEPAL,16,5,1993,S.RIDGE,"""",""""
DORJEE SHERPA,NEPAL,16,5,1993,S.RIDGE,"""",""""
JOSEP ANTONIL P. CONESA,SPAIN,16,5,1993,S.RIDGE,"CATALAN SAGARMATHA
CLEANING & CLIMBING EXP.",Luis Belvis Delrio
ANG PHURBA SHERPA,NEPAL,16,5,1993,S.RIDGE,"""",""""
MS. REBECCA LUCY,UK,17,5,1993,S.RIDGE,BRITISH EVEREST EXP,Nicholas R. Mason
ANG PASANG SHERPA,NEPAL,17,5,1993,S.RIDGE,"""",""""
ANG TSHERING SHERPA,NEPAL,17,5,1993,S.RIDGE,"""",""""
OSCAR C. RUING,SPAIN,17,5,1993,S.RIDGE,CATALANA SAGARMATHA,Luis Belvis Delrio
VLADMIR KOROTEER,USA,17,5,1993,S.RIDGE,PROGRAMMA PIKI EXP.,Alexander Volgine
AEKSEJ MURALEV,USA,17,5,1993,S.RIDGE,"""",""""
VIONNET FUASSET,FRANCE,4,10,1993,S.RIDGE,"FRENCH MILITARY
EVEREST LHOTSE EXP",Alain Esteve
NURBU SHERPA,NEPAL,4,10,1993,S.RIDGE,"""",""""
FRANCCOIS BERNARD,FRANCE,6,10,1993,S.RIDGE,"""",""""
ANTONINE CAYROL,FRANCE,6,10,1993,S.RIDGE,"""",""""
ERIC GRAMOND,FRANCE,6,10,1993,S.RIDGE,"""",""""
GYALBU SHERPA,NEPAL,6,10,1993,S.RIDGE,"""",""""
DAWA TASHI SHERPA,NEPAL,6,10,1993,S.RIDGE,"""",""""
ALAIN ESTEVE,FRANCE,9,10,1993,S.RIDGE,"""",""""
HUBERT GIOT,FRANCE,9,10,1993,S.RIDGE,"""",""""
NIMA GOMBU SHERPA,NEPAL,9,10,1993,S.RIDGE,"""",""""
NORBU SHERPA,NEPAL,9,10,1993,S.RIDGE,"""",""""
STEPHEN J. BELL,UK,7,10,1993,S.RIDGE,"HIMALAYANKINGDOM
MT.EVEREST EXP.",Stephen J. Bell
GARY PFISTERER,USA,7,10,1993,S.RIDGE,"""",""""
RAMON B. SUAREZ,VENEZUALA,7,10,1993,S.RIDGE,"""",""""
GRAHAM FRANCIES HOYLAND,VENEZUALA,7,10,1993,S.RIDGE,"""",""""
DAVID KIM ADAMS,VENEZUALA,7,10,1993,S.RIDGE,"""",""""
DORJE SHERPA,NEPAL,7,10,1993,S.RIDGE,"""",""""
NGA TEMBA SHERPA,NEPAL,7,10,1993,S.RIDGE,"""",""""
PASSANG KAMI SHERPA,NEPAL,7,10,1993,S.RIDGE,"""",""""
TENZING SHERPA,NEPAL,9,10,1993,S.RIDGE,"""",""""
LAKPA GELU SHERPA,NEPAL,9,10,1993,S.RIDGE,"""",""""
ANG PASANG SHERPA,NEPAL,9,10,1993,S.RIDGE,"""",""""
NGA TEMBS SHERPA,NEPAL,9,10,1993,S.RIDGE,"""",""""
JOHN SCOTT MIVOR,UK,0,10,1993,S.RIDGE,"""",""""
MS. GINETTE HARRISON,UK,0,10,1993,S.RIDGE,"""",""""
MARTIN CLIVE BARRICOTT,UK,0,10,1993,S.RIDGE,“,“
LEE NOBMANN,UK,0,10,1993,S.RIDGE,"""",""""
JUANGU. OIAZABAL,SPAIN,7,10,1993,SOUTH PILLAR,BASQUE EVEREST EXP,Juan U. Oiarxabal
WANGDA TSERING SHERPA,NEPAL,7,10,1993,SOUTH PILLAR,"""",""""
OSAMU TANABC,JAPAN,20,12,1993,"SOUTH WEST
FACE","JAPAN GUNMA WINTER
MT. SAGARMATHA
S.W.F.
EXP 93/94",Hideji Nazuka
SHINSUKE EZUKA,JAPAN,20,12,1993,"SOUTH WEST
FACE","""",""""
YOSHIO OGATTA,JAPAN,22,12,1993,"SOUTH WEST
FACE","""",""""
RYUSHI HOSHINO,JAPAN,22,12,1993,"SOUTH WEST
FACE","""",""""
HIDEJI NAZUKA,JAPAN,18,12,1993,"SOUTH WEST
FACE","""",""""
FUMIAKI GOTO,JAPAN,18,12,1993,"SOUTH WEST
FACE","""",""""
KIYOHIKO SUZUKI,JAPAN,5,8,1994,SOUTH PILLAR,"AICHIGUKUINUNIV.
MT.SAGARMATHA EXP","Mr. Mitsuyoshi
Hongou"
WATARU ATSUTA,JAPAN,5,8,1994,SOUTH PILLAR,"""",""""
MINGMA DORJE SHERPA,NEPAL,5,8,1994,SOUTH PILLAR,"""",""""
DAWA TSHIRI SHERPA,NEPAL,5,8,1994,SOUTH PILLAR,"""",""""
NGA TEMBA SHERPA,NEPAL,5,8,1994,SOUTH PILLAR,"""",""""
LHAKPA NURU SHERPA,NEPAL,5,8,1994,SOUTH PILLAR,"""",""""
WILLIAM HALL WENDEL,USA,5,9,1994,S.E. RIDGE,"SAGARMATHA
CLEAN-UP EXPD.","William Hall
Wendel"
ROBERT E. HALL,NEW ZEALAND,5,9,1994,S.E. RIDGE,"""",""""
EDMUND KARL VIESTURES,USA,5,9,1994,S.E. RIDGE,"""",""""
DEVID P. TAYLOR,USA,5,9,1994,S.E. RIDGE,"""",""""
DAVID D. KEATON,USA,5,9,1994,S.E. RIDGE,"""",""""
HELLMUT SEITXL,GERMANY,5,9,1994,S.E. RIDGE,"""",""""
EKKERT GUNDELACH,GERMANY,5,9,1994,S.E. RIDGE,"""",""""
ERLING KAGGE,NORWAY,5,9,1994,S.E. RIDGE,"""",""""
CHHULDING SHERPA,NEPAL,5,9,1994,S.E. RIDGE,"""",""""
NIMA GOMBU SHERPA,NEPAL,5,9,1994,S.E. RIDGE,"""",""""
NURBU SHERPA,NEPAL,5,9,1994,S.E. RIDGE,"""",""""
SCOTT FISHER,USA,5,9,1994,S.E. RIDGE,"SAGARMATHA
ENVIRONMENTAL EXP.",Steven Goryl
RALPH HELS,USA,5,9,1994,S.E. RIDGE,"""",""""
BRENT BISHOP,USA,5,9,1994,S.E. RIDGE,"""",""""
SONA DENDU SHERPA,NEPAL,5,9,1994,S.E. RIDGE,"""",""""
LOPSANG JANGBU SHERPA,NEPAL,5,9,1994,S.E. RIDGE,"""",""""
TOMIYASU ISHIKAWA,JAPAN,13,5,1994,SOUTH PILLAR,"AICHIGAKUINUNIV.MT.
SAGARMATHA EXP",Mitsuyashi Hongou
NIMA TEMBA SHERPA,NEPAL,13,5,1994,SOUTH PILLAR,"""",""""
DAWA TASHI SHERPA,NEPAL,13,5,1994,SOUTH PILLAR,"""",""""
PASANG TSHIRING SHERPA,NEPAL,13,5,1994,SOUTH PILLAR,"""",""""
RANDY TODD BURLESON,USA,13,5,1994,S.E. RIDGE,"AMERICAN EVEREST
EXPEDITION","Randy Todd
Burleson"
PETER ATHANS,USA,13,5,1994,S.E. RIDGE,"""",""""
PAUL HAROLD MORRO,USA,13,5,1994,S.E. RIDGE,“,“
ROBERT E. CEDERGREEN,USA,13,5,1994,S.E. RIDGE,"""",""""
LHAKPA RITA SHERPA,NEPAL,13,5,1994,S.E. RIDGE,"""",""""
DORJEE SHERPA,NEPAL,13,5,1994,S.E. RIDGE,"""",""""
KAMI TIRA SHERPA,NEPAL,13,5,1994,S.E. RIDGE,"AMERICAN EVEREST
EXPEDITION","Randy Todd
Burleson"
